1999999.970198,1476.834296,16448.576633
1865860.819817,1307.377801,17660.359226
1740718.245506,1407.353943,19016.235539
1623969.018459,1622.389664,20632.557729
1515050.053596,1457.259341,22020.017530
1413436.263800,1688.268450,23661.412564
1318637.698889,1540.796742,25835.584568
1230197.131634,1805.894582,27639.740695
1147688.359022,1991.369078,30154.648378
1070713.341236,2592.731250,32423.719003
998901.039362,2545.178203,34683.810606
931905.090809,2655.783655,36810.587755
869402.647018,3360.899086,39826.202516
811092.138290,3394.610633,43231.686025
756692.558527,3463.035995,45868.514801
705941.498280,3906.900442,49285.046888
658594.250679,4636.702777,52699.269845
614422.559738,4666.003890,56029.766622
573213.547468,5558.704578,59766.580751
534768.283367,6067.781085,63535.056295
498901.605606,6945.758044,68927.747612
465440.511703,7588.906039,73326.412346
434223.622084,7846.801978,79298.044957
405100.375414,11256.198511,86267.721651
377930.492163,8258.610849,89120.198152
352582.812309,13582.511904,96489.163175
328935.205936,11757.479163,105063.052780
306873.679161,9482.706683,104197.673689
286291.748285,12946.320866,115917.015960
267090.350389,14757.193348,124161.690501
249176.681042,18426.990446,131025.756967
232464.462519,19985.669307,132596.895435
216873.228550,22084.189214,148821.081500
202327.609062,26538.615655,159238.519079
188757.598400,25383.590281,157108.301102
176097.661257,13456.152800,174099.365646
164286.911488,34320.378508,184204.746822
153268.218040,38970.129464,200833.418018
142988.562584,40154.252507,218360.685832
133398.413658,48858.952820,233198.244561
124451.458454,56992.018178,246612.649212
116104.513407,52978.169889,261916.131770
108317.434788,58479.291423,278556.009248
101052.582264,63638.961574,294586.452810
94275.087118,96564.626946,250934.378575
87952.047586,-1753.513901,23388.605939
82053.154707,-33737.716625,32500.482893
76549.887657,-52853.224149,189541.697542
71415.692568,102429.869321,396289.974564
66625.893116,113793.130896,419542.401531
62157.332897,118774.853998,425220.571845
57988.464832,132834.179664,469665.146609
54099.172354,139658.762306,498044.765080
50470.769405,164170.807910,524256.637697
47085.732222,92783.302972,32194.992950
43927.699327,185919.570592,588391.511888
40981.471539,211697.805491,623834.735916
38232.922554,40801.357854,64953.701761
35668.641329,250853.980180,687024.954418
33276.379108,271754.792850,738684.464761
31044.512987,283789.387859,764874.843996
28962.403536,348680.816946,799369.379414
27019.858360,329687.848870,845606.101414
25207.668543,363540.318020,851133.913809
23516.982794,-6929.932342,8281.126090
21939.754486,423186.951608,935182.965958
20468.205214,461505.514210,1005014.912202
19095.450640,406667.870694,968428.988393
17814.695835,406909.302067,1094171.019258
16619.861126,556314.519582,1157228.139133
15505.224466,594314.584012,1122625.241332
14465.242624,660827.832019,1198880.427669
13495.087624,720038.196738,1237780.251006
12590.020895,823000.176104,1280491.811122
11745.572090,141970.103555,69547.808484
10957.807302,740409.717337,1481494.484835
10222.882032,907533.156984,1544734.143796
9537.220001,1227202.136563,1601402.348727
8897.602558,1226272.126390,1547293.097852
8300.811052,1018745.808421,1792914.539641
7744.073868,1243983.873758,1757286.995128
7224.708796,1347853.307137,1797250.964244
6740.123034,1439389.170664,2002896.116284
6288.081408,1470221.346657,1897019.986811
5866.348743,95268.697527,44683.263611
5472.868681,1321138.498312,2047641.323542
5105.853081,1797323.150967,1902233.143161
4763.334990,1665644.993565,2093473.696867
4443.883896,1876433.939584,1965913.408963
4145.801067,1888392.442207,1847885.283596
3867.745399,2160872.682699,2165061.067034
3608.375788,2248735.950529,2362358.712542
3366.351128,2268704.176943,1074540.928025
3140.598536,1419488.926175,1669969.359415
2929.955721,1357175.233389,2974702.063813
2733.439207,2521819.569281,1995500.530484
2550.065517,2634307.045868,1224366.634474
2379.029989,1837608.450230,1191083.656078
2219.527960,1458077.257859,1189662.905923
2070.665359,1941138.528351,987864.182629
1931.726933,2270710.122346,1964126.448933
1802.176237,2643831.817482,1371344.491485
1681.298018,2908841.040923,1816939.909149
1568.555832,2530416.901628,1786873.974726
1463.323832,1880379.383010,1434376.040046
1365.244389,2262475.535653,1607365.700253
1273.691654,2656518.894266,1410944.070191
1188.218594,1909677.032838,969707.622732
1108.556986,1739393.467558,922327.359361
1034.170389,331414.586918,-121891.288675
964.790583,2423768.361581,544716.878735
900.149345,1876266.463997,335989.199449
